,index,Brand_Name,Product_Name,Types,Price,Size_ml,Rating,Product_ID,Reviews,Prize_size_ratio,Bayesian_Average,Without Parabens,Without Sulfates,Vegan,Clean at Sephora,CrueltyFree,Oil Free,Fragrance Free,Alcohol Free,Gluten Free,Normal,Dry,Oily,Combination,Sensitive,Dryness,Uneven Texture,Wrinkles,Pores,Oiliness,Acne,Blemishes,Link
904,42,REN Clean Skincare,Vita Mineral™ Omega 3 Optimum Skin Oil,Moisturizers,42.0,30.6,4.129,P174617,155.0,1.3725490196078431,4.144704864511819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/vita-mineral-omega-3-optimum-skin-oil-P174617?skuId=1585603&icid2=products grid:p174617:product
905,334,Kate Somerville,DeliKate™ Recovery Serum,FaceSerum,127.0,30.0,4.641,P457697,156.0,4.233333333333333,4.581078061973503,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/kate-somerville-delikate-recovery-serum-P457697?skuId=2352706&icid2=products grid:p457697:product
906,294,Dermalogica,Ultracalming Serum Concentrate,FaceSerum,92.0,39.0,4.3077,P423125,156.0,2.358974358974359,4.296953471809569,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,https://www.sephora.com/ca/en/product/ultracalming-serum-concentrate-P423125?skuId=2002384&icid2=products grid:p423125:product
907,347,CLINIQUE,Fresh Pressed Daily Booster with Pure Vitamin C 10%,FaceSerum,105.0,120.0,3.9299,P416824,157.0,0.875,3.974649920332343,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/fresh-pressed-daily-booster-with-pure-vitamin-c-10-P416824?skuId=1898774&icid2=products grid:p416824:product
908,20,Kiehl's Since 1851,Ultra Facial Cream Sunscreen SPF 30,Sunscreen,45.0,51.0,3.8344,P422012,157.0,0.8823529411764706,3.8931635072888655,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/ultra-facial-cream-spf-30-P422012?skuId=1988625&icid2=products grid:p422012:product
909,93,REN Clean Skincare,Evercalm Gentle Cleansing Milk,Cleaners,46.0,153.0,4.3208,P474371,159.0,0.3006535947712418,4.308325190006189,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,https://www.sephora.com/ca/en/product/ren-evercalm-gentle-cleansing-milk-P474371?skuId=2498814&icid2=products grid:p474371:product
910,72,Clarins,VFacial Instant Depuffing Face Mask,Masks,67.0,75.0,4.7547,P408230,159.0,0.8933333333333333,4.679239706135221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
911,244,First Aid Beauty,FAB Skin Lab Retinol Serum 0.25% Pure Concentrate,FaceSerum,77.0,30.0,3.9811,P416825,159.0,2.566666666666667,4.01793648032877,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/fab-skin-lab-retinol-serum-0-25-pure-concentrate-P416825?skuId=1899194&icid2=products grid:p416825:product
912,92,Tower 28 Beauty,SOS Intensive Redness Relief Serum,FaceSerum,42.0,60.0,4.1925,P500121,161.0,0.7,4.198583964580592,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/sos-intensive-redness-relief-serum-P500121?skuId=2513059&icid2=products grid:p500121:product
913,71,Caudalie,VinosourceHydra Moisturizing Mask,Masks,52.0,75.0,4.764,P472451,161.0,0.6933333333333334,4.6880068369210175,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,
914,112,The Ordinary,Ascorbyl Glucoside Solution 12%,FaceSerum,16.7,30.0,4.0926,P442756,162.0,0.5566666666666666,4.112923202863234,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/ascorbyl-glucoside-solution-12-P442756?skuId=2210706&icid2=products grid:p442756:product
915,54,The Ordinary,Resveratrol 3% + Ferulic Acid 3%,FaceSerum,11.7,30.0,4.0,P442755,162.0,0.38999999999999996,4.033551774291805,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/resveratrol-3-ferulic-acid-3-P442755?skuId=2210680&icid2=products grid:p442755:product
916,44,SEPHORA COLLECTION,Smoothing Cleanser,Cleaners,16.0,126.6,4.642,P473726,162.0,0.12638230647709323,4.58383748857752,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/sephora-collection-smoothing-cleanser-P473726?skuId=2368207&icid2=products grid:p473726:product
917,11,Dermalogica,Prisma Protect SPF 30 Moisturizer,Moisturizers,96.0,51.0,4.2577,P446424,163.0,1.8823529411764706,4.2544546596902695,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,https://www.sephora.com/ca/en/product/prisma-protect-moisturizer-P446424?skuId=2239671&icid2=products grid:p446424:product
918,39,Shiseido,Benefiance Wrinkle Smoothing Cream,Moisturizers,92.0,51.0,4.6037,P448200,164.0,1.803921568627451,4.5515606562363935,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/benefiance-wrinkle-smoothing-cream-P448200?skuId=2234144&icid2=products grid:p448200:product
919,62,MILK MAKEUP,Hydro Ungrip Makeup Removing Cleansing Balm,Cleaners,48.0,96.0,4.6829,P500102,164.0,0.5,4.619564844718069,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/hydro-ungrip-makeup-removing-cleansing-balm-P500102?skuId=2572873&icid2=products grid:p500102:product
920,62,MILK MAKEUP,Hydro Ungrip Makeup Removing Cleansing Balm,Cleaners,48.0,96.0,4.6829,P500102,164.0,0.5,4.619564844718069,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/hydro-ungrip-makeup-removing-cleansing-balm-P500102?skuId=2572873&icid2=products grid:p500102:product
921,14,MILK MAKEUP,Hydro Ungrip Makeup Removing Cleansing Balm,Makeupremovers,48.0,96.0,4.7012,P500102,164.0,0.5,4.635277933723305,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/hydro-ungrip-makeup-removing-cleansing-balm-P500102?skuId=2572873&icid2=products grid:p500102:product
922,14,MILK MAKEUP,Hydro Ungrip Makeup Removing Cleansing Balm,Makeupremovers,48.0,96.0,4.7012,P500102,164.0,0.5,4.635277933723305,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/hydro-ungrip-makeup-removing-cleansing-balm-P500102?skuId=2572873&icid2=products grid:p500102:product
923,44,Algenist,GENIUS Liquid Skin Resurfacing 2% BHA Toner,Toners,53.0,102.0,4.7939,P480274,165.0,0.5196078431372549,4.715285340318496,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,https://www.sephora.com/ca/en/product/algenist-genius-liquid-skin-resurfacing-toner-P480274?skuId=2527075&icid2=products grid:p480274:product
924,13,Bobbi Brown,Extra Illuminating Moisture Balm,Moisturizers,97.0,30.0,3.3697,P392648,165.0,3.2333333333333334,3.491363465318496,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/illuminating-moisture-balm-P392648?skuId=2041176&icid2=products grid:p392648:product
925,246,ROSE INC,Radiant Reveal Clean Brightening Vitamin C Serum,FaceSerum,98.0,30.0,4.6687,P476009,166.0,3.2666666666666666,4.6080076960681415,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/rose-inc-radiant-reveal-clean-brightening-vitamin-c-serum-P476009?skuId=2488344&icid2=products grid:p476009:product
926,118,The Ordinary,Ascorbyl Tetraisopalmitate Solution 20% in Vitamin F,FaceSerum,23.1,30.0,3.8193,P427404,166.0,0.77,3.8774356753427526,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/the-ordinary-deciem-ascorbyl-tetraisopalmitate-solution-20-in-vitamin-f-P427404?skuId=2031524&icid2=products grid:p427404:product
927,71,Blume,Meltdown Oil for Acne Prone Skin,Moisturizers,34.0,15.0,4.4578,P481373,166.0,2.2666666666666666,4.426611841145861,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,https://www.sephora.com/ca/en/product/blume-meltdown-oil-for-acne-prone-skin-P481373?skuId=2568038&icid2=products grid:p481373:product
928,71,Blume,Meltdown Oil for Acne Prone Skin,Moisturizers,34.0,15.0,4.4578,P481373,166.0,2.2666666666666666,4.426611841145861,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,https://www.sephora.com/ca/en/product/blume-meltdown-oil-for-acne-prone-skin-P481373?skuId=2568038&icid2=products grid:p481373:product
929,317,First Aid Beauty,FAB Skin Lab Resurfacing Liquid 10% AHA,FaceSerum,73.0,30.0,4.3533,P416826,167.0,2.433333333333333,4.336816419284284,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/fab-skin-lab-resurfacing-liquid-10-aha-P416826?skuId=1899186&icid2=products grid:p416826:product
930,317,First Aid Beauty,FAB Skin Lab Resurfacing Liquid 10% AHA,FaceSerum,73.0,30.0,4.3533,P416826,167.0,2.433333333333333,4.336816419284284,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/fab-skin-lab-resurfacing-liquid-10-aha-P416826?skuId=1899186&icid2=products grid:p416826:product
931,317,First Aid Beauty,FAB Skin Lab Resurfacing Liquid 10% AHA,FaceSerum,73.0,30.0,4.3533,P416826,167.0,2.433333333333333,4.336816419284284,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/fab-skin-lab-resurfacing-liquid-10-aha-P416826?skuId=1899186&icid2=products grid:p416826:product
932,2,SEPHORA COLLECTION,Melting Cleansing Balm Cleanse + Balance,Makeupremovers,16.0,126.6,3.9521,P500626,167.0,0.12638230647709323,3.9914535326863465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/melting-cleansing-balm-cleanse-balance-P500626?skuId=2457984&icid2=products grid:p500626:product
933,2,SEPHORA COLLECTION,Melting Cleansing Balm Cleanse + Balance,Makeupremovers,16.0,126.6,3.9521,P500626,167.0,0.12638230647709323,3.9914535326863465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/melting-cleansing-balm-cleanse-balance-P500626?skuId=2457984&icid2=products grid:p500626:product
934,55,First Aid Beauty,FAB Skin Lab Resurfacing Liquid 10% AHA,Exfoliators,73.0,30.0,4.3533,P416826,167.0,2.433333333333333,4.336816419284284,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/fab-skin-lab-resurfacing-liquid-10-aha-P416826?skuId=1899186&icid2=products grid:p416826:product
935,55,First Aid Beauty,FAB Skin Lab Resurfacing Liquid 10% AHA,Exfoliators,73.0,30.0,4.3533,P416826,167.0,2.433333333333333,4.336816419284284,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/fab-skin-lab-resurfacing-liquid-10-aha-P416826?skuId=1899186&icid2=products grid:p416826:product
936,55,First Aid Beauty,FAB Skin Lab Resurfacing Liquid 10% AHA,Exfoliators,73.0,30.0,4.3533,P416826,167.0,2.433333333333333,4.336816419284284,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/fab-skin-lab-resurfacing-liquid-10-aha-P416826?skuId=1899186&icid2=products grid:p416826:product
937,42,First Aid Beauty,FAB Skin Lab Resurfacing Liquid 10% AHA,FacialPeels,73.0,30.0,4.3533,P416826,167.0,2.433333333333333,4.336816419284284,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/fab-skin-lab-resurfacing-liquid-10-aha-P416826?skuId=1899186&icid2=products grid:p416826:product
938,42,First Aid Beauty,FAB Skin Lab Resurfacing Liquid 10% AHA,FacialPeels,73.0,30.0,4.3533,P416826,167.0,2.433333333333333,4.336816419284284,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/fab-skin-lab-resurfacing-liquid-10-aha-P416826?skuId=1899186&icid2=products grid:p416826:product
939,42,First Aid Beauty,FAB Skin Lab Resurfacing Liquid 10% AHA,FacialPeels,73.0,30.0,4.3533,P416826,167.0,2.433333333333333,4.336816419284284,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,https://www.sephora.com/ca/en/product/fab-skin-lab-resurfacing-liquid-10-aha-P416826?skuId=1899186&icid2=products grid:p416826:product
940,7,Fenty Skin,Mini Instant Reset Brightening Overnight Recovery GelCream With Niacinamide + Kalahari Melon Oil,Moisturizers,34.0,30.0,4.2083,P504240,168.0,1.1333333333333333,4.211977873544366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
941,10,Fenty Skin,Instant Reset Brightening Overnight Recovery GelCream With Niacinamide + Kalahari Melon Oil ,Moisturizers,58.0,51.0,4.2083,P467250,168.0,1.1372549019607843,4.211977873544366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
942,89,Algenist,Algae Niacinamide Moisture Veil,Moisturizers,85.0,51.0,4.6982,P471000,169.0,1.6666666666666667,4.6343728843936285,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,https://www.sephora.com/ca/en/product/algenist-algae-niacinamide-moisture-veil-P471000?skuId=2456457&icid2=products grid:p471000:product
943,14,Blume,Meltdown Oil for Acne Prone Skin,Blemishacne,34.0,15.0,4.4438,P481373,169.0,2.2666666666666666,4.4150177823528125,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,https://www.sephora.com/ca/en/product/blume-meltdown-oil-for-acne-prone-skin-P481373?skuId=2568038&icid2=products grid:p481373:product
944,14,Blume,Meltdown Oil for Acne Prone Skin,Blemishacne,34.0,15.0,4.4438,P481373,169.0,2.2666666666666666,4.4150177823528125,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,https://www.sephora.com/ca/en/product/blume-meltdown-oil-for-acne-prone-skin-P481373?skuId=2568038&icid2=products grid:p481373:product
945,36,philosophy,"The Microdelivery Dream Peel 6% AHA,BHA Refining Gel",FacialPeels,68.0,51.0,4.2189,P452701,169.0,1.3333333333333333,4.221098904801791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,
946,191,Tata Harper,Purifying Pore Detox Cleanser,Cleaners,111.0,122.99999999999999,4.2059,P392144,170.0,0.902439024390244,4.209869468736808,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,https://www.sephora.com/ca/en/product/purifying-cleanser-P392144?skuId=1676154&icid2=products grid:p392144:product
947,15,REN Clean Skincare,Ready Steady Glow AHA Toner,Toners,51.0,255.0,4.6059,P500165,170.0,0.2,4.555047133711428,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,https://www.sephora.com/ca/en/product/ready-steady-glow-aha-toner-P500165?skuId=2591113&icid2=products grid:p500165:product
948,55,Kiehl's Since 1851,Super MultiCorrective AntiAging Face and Neck Cream,Moisturizers,90.0,51.0,4.2824,P461948,170.0,1.7647058823529411,4.275884697163204,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,
949,268,Herbivore,Prism AHA + BHA Exfoliating Glow Serum,FaceSerum,71.0,30.0,3.9532,P450583,171.0,2.3666666666666667,3.991608511823996,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/prism-12-serum-P450583?skuId=2294569&icid2=products grid:p450583:product
950,75,Caudalie,Resveratrol Lift Retinol Alternative Firming Night Moisturizer,Moisturizers,90.0,48.0,4.407,P467749,172.0,1.875,4.383644649955534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/caudalie-resveratrol-lift-firming-night-moisturizer-P467749?skuId=2421071&icid2=products grid:p467749:product
951,69,IT Cosmetics,Hello Results WrinkleReducing Daily Retinol SeruminCream,Moisturizers,92.0,51.0,4.4419,P468369,172.0,1.803921568627451,4.413809474076137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
952,36,The Ordinary,Lactic Acid 5% + HA,FaceSerum,9.1,30.0,4.3081,P455339,172.0,0.30333333333333334,4.298163242920357,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/the-ordinary-lactic-acid-5-ha-P455339?skuId=2336469&icid2=products grid:p455339:product
953,84,Caudalie,Premier Cru Skin Barrier Rich Moisturizer with BioCeramides,Moisturizers,160.0,48.0,4.5698,P503657,172.0,3.3333333333333335,4.5243562077444786,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,
954,169,Juice Beauty,Blemish Clearing Cleanser,Cleaners,33.0,202.5,4.1676,P408911,173.0,0.16296296296296298,4.176680426705756,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,https://www.sephora.com/ca/en/product/blemish-clearing-cleanser-P408911?skuId=1831874&icid2=products grid:p408911:product
955,169,Juice Beauty,Blemish Clearing Cleanser,Cleaners,33.0,202.5,4.1676,P408911,173.0,0.16296296296296298,4.176680426705756,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,https://www.sephora.com/ca/en/product/blemish-clearing-cleanser-P408911?skuId=1831874&icid2=products grid:p408911:product
956,50,Juice Beauty,Blemish Clearing Cleanser,Blemishacne,33.0,202.5,4.1676,P408911,173.0,0.16296296296296298,4.176680426705756,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,https://www.sephora.com/ca/en/product/blemish-clearing-cleanser-P408911?skuId=1831874&icid2=products grid:p408911:product
957,50,Juice Beauty,Blemish Clearing Cleanser,Blemishacne,33.0,202.5,4.1676,P408911,173.0,0.16296296296296298,4.176680426705756,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,https://www.sephora.com/ca/en/product/blemish-clearing-cleanser-P408911?skuId=1831874&icid2=products grid:p408911:product
958,15,Herbivore,Super Nova 5% THD Vitamin C + Caffeine Brightening Eye Cream,Eyecare,63.0,15.0,4.6207,P503923,174.0,4.2,4.568871071349011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/herbivore-botanicals-super-nova-5-thd-vitamin-c-caffeine-brightening-eye-cream-P503923?skuId=2645588&icid2=products grid:p503923:product
959,138,Kate Somerville,Goat Milk Moisturizing Cleanser,Cleaners,57.0,120.0,4.5575,P440305,174.0,0.475,4.514160623587817,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/goat-milk-moisturizing-cleanser-P440305?skuId=2172658&icid2=products grid:p440305:product
960,33,Caudalie,Vinoclean Moisturizing Toner with Rose Water,Toners,38.0,201.0,4.3352,P468813,176.0,0.1890547263681592,4.321854607591878,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,https://www.sephora.com/ca/en/product/caudalie-vinoclean-moisturizing-toner-rose-water-P468813?skuId=2421113&icid2=products grid:p468813:product
961,112,Caudalie,Vinoclean Gentle Cleansing Almond Milk,Cleaners,38.0,201.0,4.3523,P469444,176.0,0.1890547263681592,4.336680223355424,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/caudalie-vinoclean-gentle-cleansing-almond-milk-P469444?skuId=2421121&icid2=products grid:p469444:product
962,3,Kate Somerville,+Retinol Vitamin C Moisturizer,Moisturizers,143.0,51.0,4.2938,P448932,177.0,2.803921568627451,4.28599943794682,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,https://www.sephora.com/ca/en/product/retinol-vitamin-c-moisturizer-P448932?skuId=2278737&icid2=products grid:p448932:product
963,18,LANEIGE,Water Bank Blue Hyaluronic Gel Moisturizer,Moisturizers,52.0,48.0,4.0889,P482695,180.0,1.0833333333333333,4.1079385765273,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/laneige-water-bank-blue-hyaluronic-gel-moisturizer-P482695?skuId=2569812&icid2=products grid:p482695:product
964,216,Lancôme,MOUSSE RADIANCE Clarifying SelfFoaming Cleanser,Cleaners,45.0,201.0,4.5167,P217909,180.0,0.22388059701492538,4.479938576527301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
965,22,Tower 28 Beauty,Mini SOS Daily Rescue Facial Spray,Moisturizers,16.0,30.0,3.9392,P448853,181.0,0.5333333333333333,3.977579256447842,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/sos-save-our-skin-daily-rescue-facial-spray-mini-P448853?skuId=2527836&icid2=products grid:p448853:product
966,22,Tower 28 Beauty,Mini SOS Daily Rescue Facial Spray,Moisturizers,16.0,30.0,3.9392,P448853,181.0,0.5333333333333333,3.977579256447842,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/sos-save-our-skin-daily-rescue-facial-spray-mini-P448853?skuId=2527836&icid2=products grid:p448853:product
967,22,Tower 28 Beauty,Mini SOS Daily Rescue Facial Spray,Moisturizers,16.0,30.0,3.9392,P448853,181.0,0.5333333333333333,3.977579256447842,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/sos-save-our-skin-daily-rescue-facial-spray-mini-P448853?skuId=2527836&icid2=products grid:p448853:product
968,16,BeautyBio,Glass & Gloss 2Step Facial Retexturizing & Brightening Treatment,FacialPeels,89.0,60.0,4.6354,P472448,181.0,1.4833333333333334,4.583407141063227,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,
969,57,SEPHORA COLLECTION,Hydrating Serum,FaceSerum,27.0,30.0,4.8516,P504429,182.0,0.9,4.771925767182542,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/sephora-collection-hydrating-serum-P504429?skuId=2592699&icid2=products grid:p504429:product
970,20,ROSE INC,Mini Skin Resolution Clarifying Acid Toner,Toners,20.0,30.0,4.6848,P504315,184.0,0.6666666666666666,4.627225049010195,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,https://www.sephora.com/ca/en/product/mini-skin-resolution-clarifying-acid-toner-P504315?skuId=2659639&icid2=products grid:p504315:product
971,50,ROSE INC,Skin Resolution Clean Exfoliating Acid Toner,Toners,44.0,120.0,4.6848,P476010,184.0,0.36666666666666664,4.627225049010195,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,https://www.sephora.com/ca/en/product/rose-inc-skin-resolution-clean-exfoliating-acid-toner-P476010?skuId=2488351&icid2=products grid:p476010:product
972,9,Fenty Skin,PreShow Glow Instant Retexturizing 10% AHA Treatment + Reusable Applicator,FacialPeels,55.0,30.0,4.4348,P479319,184.0,1.8333333333333333,4.409215570337209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
973,73,TULA Skincare,247 Power Swipe™ Hydrating Day & Night Treatment Eye Balm,Eyecare,49.0,6.6,4.2595,P475201,185.0,7.424242424242425,4.256362195005431,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,
974,34,Caudalie,VinosourceHydra Grape Water Gel Moisturizer,Moisturizers,57.0,48.0,4.2432,P471541,185.0,1.1875,4.242138138401656,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,
975,45,Dr. Dennis Gross Skincare,Vitamin C Lactic Firm & Bright Eye Treatment,Eyecare,92.0,15.0,4.7459,P501157,185.0,6.133333333333334,4.680815025194109,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,https://www.sephora.com/ca/en/product/vitamin-c-lactic-firm-bright-eye-treatment-P501157?skuId=2532851&icid2=products grid:p501157:product
976,8,Tower 28 Beauty,Mini SOS Daily Rescue Facial Spray,Blemishacne,16.0,30.0,3.9086,P448853,186.0,0.5333333333333333,3.9499572081744185,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/sos-save-our-skin-daily-rescue-facial-spray-mini-P448853?skuId=2527836&icid2=products grid:p448853:product
977,8,Tower 28 Beauty,Mini SOS Daily Rescue Facial Spray,Blemishacne,16.0,30.0,3.9086,P448853,186.0,0.5333333333333333,3.9499572081744185,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/sos-save-our-skin-daily-rescue-facial-spray-mini-P448853?skuId=2527836&icid2=products grid:p448853:product
978,8,Tower 28 Beauty,Mini SOS Daily Rescue Facial Spray,Blemishacne,16.0,30.0,3.9086,P448853,186.0,0.5333333333333333,3.9499572081744185,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/sos-save-our-skin-daily-rescue-facial-spray-mini-P448853?skuId=2527836&icid2=products grid:p448853:product
979,237,First Aid Beauty,Facial Radiance Niacinamide Dark Spot Serum,FaceSerum,55.0,30.0,3.6559,P467115,186.0,1.8333333333333333,3.7292896025406157,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,https://www.sephora.com/ca/en/product/first-aid-beauty-facial-radiance-niacinamide-dark-spot-serum-P467115?skuId=2417251&icid2=products grid:p467115:product
980,77,IT Cosmetics,Bye Bye Pores LeaveOn Solution PoreRefining Toner,Toners,45.0,204.0,4.0481,P448934,187.0,0.22058823529411764,4.071663482902576,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,
981,122,Kiehl's Since 1851,Rare Earth Deep Pore Daily Cleanser,Cleaners,36.0,150.0,4.2872,P422248,188.0,0.24,4.280627373679773,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,https://www.sephora.com/ca/en/product/rare-earth-deep-pore-daily-cleanser-P422248?skuId=1989367&icid2=products grid:p422248:product
982,95,Caudalie,VinosourceHydra SOS Hydrating Hyaluronic Acid Serum,FaceSerum,64.0,30.0,4.6596,P472455,188.0,2.1333333333333333,4.606260862051866,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,
